0,['stop temporarily and wait for']
0,"['increase speed', ' timing']"
0,"['bring to successful conclusion', ' reach a goal']"
0,['obtain or receive']
0,['entertain by playing a role']
0,"['initiate something', ' start a function']"
0,['adjust to a different situation or condition']
0,"['adjoin', ' increase', ' make further comment']"
0,['dispense something needed']
0,['hold in high regard']
0,"['confess', ' acknowledge']"
0,"[""legally care for another's child""]"
0,['offer information']
0,['be similar or consistent']
0,['warn']
0,['land']
0,['set aside']
0,['changed']
0,"['entertain', ' make laugh']"
0,['break down to components']
0,['declare arrival']
0,"['irritate', ' upset']"
0,"['solve', ' fulfill']"
0,"['express remorse', ' regret']"
0,"['be published', ' perform']"
0,"['clap for', ' express approval']"
0,['furnish']
0,"['judge', ' estimate']"
0,['value highly']
0,"['allow', ' authorize']"
0,['achieve settlement']
0,['discuss']
0,"['get', ' stand', ' or go up']"
0,['prepare musical composition differently']
0,"[""get someone's attention""]"
0,['achieve recognition']
0,['make sure']
0,['invite']
0,['put together']
0,"['assign fee', '']"
0,['help']
0,['make certain']
0,"['attribute', ' ascribe']"
0,['set to work']
0,"['achieve', ' accomplish']"
0,"['try', ' make effort']"
0,['escort']
0,['draw attention']
0,['inspect financial records']
0,"['refrain or stay away from', ' prevent']"
0,['become or make aware']
0,['put in reverse direction']
0,['cook in oven']
0,['make equal numerically']
0,['officially forbid']
0,['moving by hitting hard']
0,['reveal']
0,['a hit with a solid object']
0,"['wash with water and', ' usually', ' soap']"
0,"['fight', ' struggle']"
0,['happen']
0,['give birth']
0,['mix']
0,['enhance']
0,['seek charity']
0,"['act reasonably', ' properly']"
0,"['regard', ' look at']"
0,"['plague', ' hem in']"
0,"['ask for', ' command']"
0,"['obligate', ' restrict']"
0,['take a chance']
0,['whiten']
0,['grieve']
0,"['grant', ' bestow']"
0,"['screen', ' covering']"
0,['ignore']
0,['soak up']
0,['use up money']
0,"['become colored', ' pinken']"
0,['to have advantage']
0,['be angry']
0,['eat very fast']
0,"['cause weariness', ' disinterest']"
0,"['adopt from another source', ' appropriate']"
0,['evict']
0,"['submit', ' concede']"
0,['punch competitively']
0,"['check', ' stop']"
0,"[""cushion something's effect""]"
0,['tell information']
0,['inform of facts']
0,['file charges in court']
0,['make public']
0,"['break blood vessel', ' discolor']"
0,"['clean', ' prepare by whisking']"
0,['plan money or action']
0,"['increase', ' accelerate']"
0,['increment']
0,['cheat']
0,"['blow up', ' break out']"
0,['engross oneself']
0,['physically break']
0,['plan on']
0,['visit at residence or business']
0,['site for outdoor living']
0,['regard highly']
0,['broadcast electronically']
0,['cut carefully with sharp instrument']
0,['select for activity']
0,['hear and understand']
0,"['bring into being', ' bring about']"
0,"['dispute', ' question']"
0,"['substitute', ' replace']"
0,['pay with credit card']
0,"['plan', ' map out']"
0,"['run after', ' pursue']"
0,"['hinder', ' restrain']"
0,['encourage in activity']
0,['think about deeply']
0,"['smother', ' block']"
0,"['pick', ' select']"
0,['cut up with tool']
0,"['demand', ' maintain property or right']"
0,['purify']
0,['categorize']
0,"['make undirty', ' uncluttered']"
0,['profit']
0,['attach to']
0,"['join', ' unite']"
0,['cover with apparel']
0,"['instruct', ' usually in recreation']"
0,"['curl around', ' entwine']"
0,['obtain (money)']
0,['search by ransacking']
0,"['extend', ' reach']"
0,"['rule', ' have power']"
0,['mutually exchange information']
0,"['liken', ' equate']"
0,['go up against in contest']
0,"['assemble', ' accumulate']"
0,['grumble about']
0,"['calm', ' bring under control']"
0,"['calculate', ' estimate']"
0,['create']
0,"['gather', ' collect']"
0,['form a concept']
0,"['settle', ' resolve']"
0,['transport']
0,['challenge']
0,"['mix up', ' involve']"
0,"['save', ' protect']"
0,['regard a certain way']
0,"['exist', ' reside']"
0,"['combine', ' make firm']"
0,"['assemble', ' build']"
0,"['ask', ' confer']"
0,"['begin again', ' resume']"
0,"['curb', ' hold back']"
0,"['change belief', ' especially regarding religion']"
0,"['match', ' relate']"
0,['imitate']
0,"['discipline', ' chastise']"
0,"['equate', ' compare']"
0,['give advice']
0,['include']
0,['travel across area']
0,['fall']
0,['humble oneself']
0,['develop in mind or physically']
0,"['analysis', ' essay']"
0,"['betray', ' hinder']"
0,"['cook', ' age food']"
0,"['bend', ' loop']"
0,['bending in a shape or course']
0,"['sever', ' chop with sharp instrument', ' incise']"
0,"['era', ' phase']"
0,"['hold back', ' block']"
0,"['cause injury', ' loss']"
0,"['take a risk', ' be courageous']"
0,"['mislead', ' be dishonest']"
0,"['make a determination', ' settle an issue']"
0,['honor and give medal']
0,"['delimit', ' outline']"
0,['cause stop in action']
0,"['make happy', ' experience happiness']"
0,['be contingent on']
0,"['explain in speech', ' writing']"
0,"['abandon', ' defect']"
0,['be entitled to']
0,"['intend', ' mean to do']"
0,"['demolish', ' devastate']"
0,['assign specific task']
0,['discover']
0,"['dictate', ' govern', ' regulate']"
0,"['unfold', ' be made known']"
0,"['conceive', ' dream up']"
0,"['identify problem', ' disease']"
0,['understand']
0,['put all of efforts toward']
0,['be injurious']
0,"['vanish', ' cease']"
0,['condemn']
0,['persuade']
0,"['find', ' uncover']"
0,"['be antagonistic toward something', ' hate']"
0,['exempt from responsibility']
0,"['show for public viewing', ' effect']"
0,['prove false']
0,['analyze']
0,['classify']
0,"['descend', ' usually going underwater']"
0,['take attention away']
0,"['disagree', ' alienate']"
0,['cheat']
0,"['make two of', ' make twice as large']"
0,"['lack confidence in', ' question']"
0,['select for military force']
0,['move very slowly']
0,"['seep', ' discharge liquid']"
0,['make a performance of']
0,"['take out', ' extend']"
0,['conjure up scenario']
0,['take in liquid']
0,"['drop', ' trickle']"
0,"['abandon', ' ignore']"
0,['take moisture out of']
0,['sprinkle tiny particles']
0,['live in']
0,['deserve a reward']
0,"['erode', ' wear away', ' use up']"
0,"['rewrite', ' refine']"
0,"['teach information', ' experience']"
0,"['remove', ' throw out']"
0,['cause mental discomfort']
0,['give money in exchange for work performed']
0,['remove contents']
0,"['authorize', ' legislate']"
0,['die or kill']
0,"['continue', ' be durable']"
0,"['put a rule', ' plan in force']"
0,"['improve', ' embellish']"
0,['have the benefit or use of']
0,['sign up for responsibility']
0,"['guarantee', ' make secure']"
0,"['record', ' list']"
0,['think about seriously']
0,['break away from']
0,"['authenticate', ' demonstrate']"
0,"['guess', ' try to value']"
0,['judge']
0,['ask questions pointedly']
0,"['be superior to', ' surpass']"
0,"['inspire', ' upset']"
0,"['forgive', ' absolve', ' justify']"
0,['carry out a task']
0,"['upset', ' worry']"
0,['get along in life']
0,['go into detail']
0,"['want', ' wish']"
0,['make happen faster']
0,"['make clear', ' give a reason for']"
0,['discredit']
0,['discharge by squeezing or force']
0,['offer']
0,['select a quotation']
0,['put paint or finish on']
0,['assist the progress of']
0,"['dwindle', ' die out']"
0,['lose money']
0,"['love', ' desire']"
0,"['make secure', ' join together']"
0,"['feel alarm', ' be scared of']"
0,"['give nourishment', ' augment']"
0,"['dodge', ' beat around the bush']"
0,"['go get', ' bring in']"
0,"['oppose action', ' belief']"
0,"['execute', ' fulfill']"
0,"['finish', ' complete action']"
0,"['offer loan money', ' set up in business']"
0,"['achieve', ' win']"
0,['dismiss from responsibility']
0,"['adapt', ' change']"
0,['wreak vengeance on']
0,['flutter']
0,['move fast and display']
0,['run away to escape']
0,['throw with abandon']
0,['lie on the surface']
0,['inundate or submerge']
0,"['issue', ' surge', ' run out']"
0,"['escape', ' flee']"
0,"['fail', ' close']"
0,['understand']
0,"['trick', ' mislead']"
0,"['outlaw', ' prohibit an action']"
0,['use violence upon']
0,"['predict', ' guess']"
0,['do without']
0,"['anticipate', ' predict']"
0,['leave behind']
0,['stop blame and grant pardon']
0,"['comprise', ' be a part of']"
0,"['plan', ' specify systematically']"
0,"['abandon', "" turn one's back on""]"
0,"['compose', ' plan']"
0,['stop']
0,"['shock', ' scare']"
0,['cook in hot oil']
0,"['gain', ' increase']"
0,['stare at']
0,"['produce', ' create']"
0,"['irritate', ' upset']"
0,['perform action']
0,"['burn', ' radiate']"
0,['adhesive']
0,"['influence', ' hold in check']"
0,['latch on to']
0,"['classify', ' grade']"
0,['irritate']
0,['bribe']
0,['welcome']
0,['smile widely']
0,['oppress']
0,"['entrance', ' enchant']"
0,"['moan', ' complain']"
0,"['become larger', ' evolve']"
0,"['pledge', ' promise']"
0,"['try to figure out', ' imagine']"
0,"['direct', ' lead']"
0,"['beat', ' hit']"
0,['round of applause']
0,['carry as merchandise']
0,['write signature']
0,['depend on future action']
0,"['come to pass', ' occur']"
0,['badger']
0,"['injure', ' cause evil']"
0,['dislike very strongly']
0,"['manage', ' oversee']"
0,"['cure', ' recover']"
0,"['amass', ' collect in pile']"
0,['become aware of information']
0,['make or become hot']
0,['improve']
0,"['conceal', ' remain unseen']"
0,['accomplish']
0,"['conduct meeting', ' function']"
0,"['grab', ' catch']"
0,['jump on one leg']
0,"['long for', ' dream about']"
0,"['hang', ' float over']"
0,"['hold close', ' cling to']"
0,"['buzz', ' vibrate']"
0,"['look', ' search for']"
0,"['act', ' move speedily']"
0,['cause mental pain']
0,['speculate']
0,"['recognize', ' label']"
0,['disregard on purpose']
0,"['assume', ' deduce']"
0,"['start', ' put into action']"
0,['make or become better']
0,['make up']
0,"['contain', ' involve']"
0,['add or grow']
0,"['cause to happen', ' encourage']"
0,"['lead to believe', ' do']"
0,"['communicate knowledge', ' information']"
0,['teach']
0,['introduce into bloodstream by use of a needle']
0,"['hurt', ' harm']"
0,['parquet']
0,"['create', ' introduce']"
0,['transfer data from one computer system to another']
0,"['examine', ' check']"
0,"['encourage', ' stimulate']"
0,"['set up', ' establish']"
0,"['begin', ' put into operation']"
0,"['order', ' command']"
0,"['protect', ' secure']"
0,"['mix', ' merge']"
0,"['make more forceful', ' severe']"
0,"['meddle', ' intervene']"
0,"['make sense of', ' define']"
0,"['bother', ' interfere']"
0,['ask questions and evaluate']
0,"['add', ' insert']"
0,['fabricate']
0,"['list of stock', ' stock']"
0,['ask to do something socially']
0,"['hurt', ' chafe']"
0,['desire strongly']
0,"['squeeze in', ' compress']"
0,['run for recreation']
0,"['touch', ' border on']"
0,"['kid', ' tease']"
0,"['mislead', ' falsify', ' handle several things at once']"
0,['increase']
0,"['legitimize', ' substantiate']"
0,"['commemorate', ' pay attention to']"
0,['observed']
0,['quit a habit']
0,"['turn off', ' cancel']"
0,"[""touch one's lips to another's""]"
0,"[""get down on one's knees""]"
0,['intertwine']
0,"['weave', ' complicate']"
0,['be familiar with']
0,"['mark', ' describe', ' brand']"
0,"['achieve', ' acquire']"
0,['end']
0,"['expressing amusement', ' happiness']"
0,"['begin', ' initiate']"
0,"['bet', ' wager']"
0,['surpass']
0,"['count', ' depend on']"
0,"['jump', ' jump over', ' increase']"
0,"['discover', ' find out']"
0,"['give', ' especially after death']"
0,['criticize lengthily']
0,['experience']
0,"['loan', ' accommodate']"
0,"['rent out object', ' property']"
0,['authorize']
0,"['defeat', ' sometimes by hitting']"
0,['be situated']
0,"['promote', ' improve']"
0,"['step down', ' land']"
0,"['cheer up', ' inspire']"
0,"['choose', ' feel inclined']"
0,"['lean', ' slant']"
0,['hear and pay attention']
0,['make money to support living']
0,"['overburden', ' pressure']"
0,"['fasten', ' clasp']"
0,['record']
0,"['desire', ' crave']"
0,['face']
0,"['escape', ' avoid']"
0,['have sexual relations']
0,"['assert', ' claim', ' argue for']"
0,"['arrive', ' aim at']"
0,['male human']
0,"[""change to suit one's desire""]"
0,"['concoct', ' invent']"
0,['walk with deliberation']
0,"['see', ' notice']"
0,['package and sell goods']
0,['become husband and wife in legal ceremony']
0,['couple']
0,['marry and breed']
0,"['be of consequence', ' importance']"
0,"['have in mind', ' intend']"
0,"['calculate', ' judge']"
0,"['intervene', ' interfere']"
0,['try to bring to an agreement']
0,"['come together', ' convene']"
0,"['give in', ' yield']"
0,"['give in', ' yield']"
0,"['correct', ' improve', ' fix']"
0,['advise']
0,['dig up']
0,"['give someone the wrong idea', ' information']"
0,"['mix up', ' misunderstand']"
0,['get the wrong idea']
0,['socialize']
0,"['groan', ' complain']"
0,"['lessen', ' reduce']"
0,"['listen', ' watch carefully']"
0,"['anchor', ' fasten securely']"
0,['be sad over loss']
0,"['motivate', ' influence']"
0,['cut']
0,"['confuse', ' disorganize']"
0,['hold up']
0,"['increase', ' reproduce']"
0,"['capture', ' arrest']"
0,"['choose', ' designate']"
0,"['guide along route', ' often over water']"
0,"['traverse', ' cross']"
0,['fall asleep']
0,"['designate', ' select']"
0,['make universal']
0,"['observe', ' perceive']"
0,"['observe', ' perceive']"
0,"['count', ' calculate']"
0,"['conform', ' give in']"
0,"['disagree', ' argue against']"
0,"['abide by', ' obey']"
0,"['get', ' acquire']"
0,['come to mind']
0,"['displease', ' insult']"
0,['try']
0,"['oversee', ' manage']"
0,"['clear', ' expose', ' spread']"
0,['perform surgery']
0,"['arrange', ' organize']"
0,"['arrange', ' systematize']"
0,['familiarize']
0,"['create', ' introduce']"
0,"['beat', ' defeat']"
0,['lose money']
0,"['pour out', ' flood']"
0,['detect by perceiving sound']
0,"['catch', ' pass']"
0,"['defeat', ' destroy']"
0,['have an obligation']
0,"['transport', ' carry']"
0,['propel with arms or tool']
0,"['apply colored tint', ' often to make design']"
0,['place vehicle in a position']
0,"['leave', ' go away from someone']"
0,['take part in activity']
0,['rid of waste']
0,"['glue', ' adhesive']"
0,['small slice or slab']
0,"['wait', ' delay']"
0,['bite']
0,['to bicycle']
0,['take off outer covering']
0,['chirp']
0,['understand']
0,"['polish', ' achieve']"
0,"['act', ' depict as entertainment']"
0,['allow participation']
0,"['cause to believe', ' convince to do']"
0,['arrest']
0,"['define', ' locate']"
0,"['invent', ' lay the groundwork']"
0,"['identify', ' recognize']"
0,"['intend', ' mean']"
0,"['establish', ' set']"
0,['produce music']
0,['present a defense']
0,"['will', ' elect to do']"
0,['publicize']
0,"['direct', ' lead']"
0,"['improve performance', ' look']"
0,"['jump', ' burst']"
0,['have or obtain']
0,"['advise', ' inform']"
0,['be or make flowing']
0,"['carry out', ' undertake']"
0,['admired']
0,"['plead', ' call upon for help', ' answer']"
0,['go ahead of']
0,['express an outcome in advance']
0,"['favor', ' single out']"
0,['stipulate action to be taken']
0,"['give', ' hand over']"
0,"['care for', ' maintain', ' continue']"
0,['be in authority']
0,"['pressure', ' trouble']"
0,['keep from happening or continuing']
0,"['stab', ' perforate']"
0,"['acquire', ' obtain']"
0,['put on a public performance']
0,"['improve', ' advance']"
0,"['throw', ' discharge']"
0,"['bring hope', ' possibility']"
0,['give a higher position in organization']
0,['copyedit']
0,['ask for hand in marriage']
0,"['take care of', ' guard from harm']"
0,"['establish facts', ' put to a test']"
0,"['determine', ' specify']"
0,"['make widely known', ' promote']"
0,['attract']
0,['question relentlessly']
0,"['perforate', ' prick']"
0,"[""deflate someone's idea"", ' feelings']"
0,['penalize for wrongdoing']
0,"['buy', ' obtain']"
0,"['advertise', ' promote']"
0,"['commit', ' assign']"
0,"['characterize', ' distinguish']"
0,['doubt']
0,['sequence']
0,['stop doing something']
0,"['give off', ' scatter']"
0,['drop water or other substance']
0,"['nurture', ' care for']"
0,"['be worthwhile', ' have supremacy']"
0,['be entitled to']
0,['communicate with']
0,"['express', ' state']"
0,"['gain', ' earn']"
0,"['advise', ' approve']"
0,['resign oneself to something']
0,['gather resources']
0,"['demonstrate', ' indicate']"
0,['be upset about']
0,"['manage', ' organize']"
0,"['renovate', ' adjust']"
0,"['have power over', ' prevail']"
0,"['strengthen', ' augment']"
0,['say no to']
0,"['diminish', ' lessen']"
0,"['let go', ' let out']"
0,"['stay', ' wait']"
0,"['keep in mind', ' summon into mind']"
0,['awaken memories of something']
0,"['do away with', ' kill']"
0,"['translate', ' explain']"
0,['rearrange']
0,"['duplicate', ' do again']"
0,"['take the place of', ' put in place of']"
0,['answer']
0,['present oneself']
0,"['depict', ' show']"
0,"['make something new', ' give birth']"
0,['ask for']
0,['save from danger']
0,"['examine', ' study']"
0,"[""make up one's mind"", ' find solution']"
0,['act in answer to something']
0,['rebuilt']
0,['rearrange']
0,['leave a place or responsibility']
0,['get back']
0,['answer']
0,"['criticize', ' scrutinize']"
0,['poetry in which lines end with like sounds']
0,['rebel']
0,['take a chance']
0,"['steal', ' deprive']"
0,"['rock', ' sway']"
0,"['corrode', ' deteriorate']"
0,"['stroke', ' massage']"
0,"['devastate', ' destroy']"
0,"['judge', ' decide']"
0,"['raid', ' plunder']"
0,"['travel through water', ' air', ' glide']"
0,"['pay', ' compensate']"
0,['make declaration']
0,['frighten someone']
0,"['strew', ' disperse']"
0,"[""plan one's time""]"
0,['find fault with']
0,['burn']
0,['cancel']
0,['cry out']
0,['pressure']
0,['write illegibly']
0,"['ensure', ' finalize']"
0,['seek to find something']
0,"['protect', ' make safe']"
0,['visualize']
0,"['ask', ' inquire']"
0,"['pick out', ' prefer from among choices']"
0,['exchange an object for money']
0,['please']
0,['become aware of']
0,['part company in a romantic']
0,"['suffice', ' do the work of']"
0,['time in military operation']
0,"[""make one's home""]"
0,"['prepare fabric for clothing', ' covering']"
0,['shut out the light']
0,['upset deeply']
0,"['devise', ' plan']"
0,['use in common with others']
0,['cut outer covering off']
0,"['clip', ' cut']"
0,['cast off']
0,"['polish', ' burnish']"
0,"['shatter', ' break into small pieces']"
0,['dash']
0,['look for merchandise to buy']
0,['accompany']
0,"['recoil', ' shy away']"
0,['move with lurch']
0,['close']
0,['long for']
0,['motion to another']
0,"['indicate', ' give a sign to']"
0,"['make easy', ' intelligible']"
0,['commit illegal or immoral action']
0,['be humble or humbled']
0,['hold a meeting']
0,"['avoid', ' miss']"
0,['kill']
0,['suspend consciousness']
0,"['move smoothly', ' move down']"
0,['err']
0,"['delay', ' restrict']"
0,"['defeat', ' destroy']"
0,['put on a happy expression']
0,['destroy']
0,"['fume', ' cigarette']"
0,['grab away']
0,['move stealthily']
0,['expulsion of air']
0,['breathe in']
0,['make sounds when sleeping']
0,['precipitation']
0,"['drench', ' wet']"
0,"['answer', ' resolve']"
0,"['calm', ' ease']"
0,['place in order']
0,['give the impression']
0,['plant']
0,"['forgive', ' have mercy upon']"
0,"['start', ' inspire']"
0,"['glitter', ' shine']"
0,"['address', ' give a lecture']"
0,"['designate', ' decide definitely']"
0,['move along quickly']
0,"['give rest', ' relief']"
0,"['use time', ' occupy']"
0,['reveal']
0,['eject saliva or substance']
0,['divide into parts']
0,"['decay', ' turn bad']"
0,"['see', ' recognize']"
0,"['sprinkle', ' diffuse']"
0,['publicize']
0,"['originate', ' emerge']"
0,['develop']
0,['compress']
0,"['make sharp', ' high-pitched sound']"
0,['inform on']
0,['try to get money out of']
0,"['dirty', ' taint']"
0,"['imprint', ' press mark on']"
0,"['gape', ' watch']"
0,['flinch']
0,['hold in abeyance']
0,['endure']
0,"['excite', ' provoke']"
0,"['prick', ' pain']"
0,"['be lousy', ' bad']"
0,['get up and going']
0,['sew']
0,"['prevent', ' hold back']"
0,['collect and put aside']
0,['long piece of material']
0,"['concentrate', ' draw toward a point']"
0,"['encourage', ' hearten']"
0,"['extend', ' elongate']"
0,['walk purposefully']
0,"['succession', ' series']"
0,['remove clothes erotically']
0,"['try for', ' exert oneself']"
0,['building']
0,"['examine', ' analyze']"
0,['extract']
0,"['endure', ' permit']"
0,"['imply', ' bring to mind']"
0,"['adapt', ' tailor']"
0,['give a rundown']
0,"['manage people', ' project']"
0,"['furnish', ' provide', ' give a resource']"
0,['endure']
0,['believe']
0,"['sneak up on', ' catch']"
0,"['enclose', ' encircle something']"
0,"['distrust', ' guess']"
0,"['speak profanely', ' be vulgar']"
0,"['fly', ' glide']"
0,['become larger']
0,"['make way through water using arms', ' legs']"
0,"['move back and forth', ' be suspended']"
0,"['change', ' exchange']"
0,"['represent', ' stand for']"
0,"['combine', ' make whole']"
0,['order']
0,"['figure', ' classify']"
0,"['contract', ' catch']"
0,['address group']
0,"['domesticate', ' make compliant']"
0,['pierce to drain']
0,['experience']
0,"['educate', ' instill knowledge']"
0,['move very fast']
0,['calculate']
0,"['lure', ' entice']"
0,['scare']
0,"['examine', ' quiz']"
0,['express gratitude']
0,"['unfreeze', ' warm']"
0,['remember']
0,['do well']
0,['confuse']
0,['push hard']
0,['make laugh']
0,['equal']
0,['opportunity']
0,['give inside information']
0,"['exhaust', ' weary']"
0,"['compare with', ' correspond to']"
0,"['visit', ' journey']"
0,['pull along']
0,['draw around']
0,"['profession', ' work']"
0,['aim at']
0,['transfer to another medium']
0,['pass possession to']
0,['change completely']
0,['change']
0,"['captivate', ' delight']"
0,"['catch', ' snare', ' trick']"
0,"['walk', ' bear down']"
0,"['be concerned with', ' discuss']"
0,"['shake', ' vibrate']"
0,"['fool', ' play joke on']"
0,['move along briskly']
0,['make an effort']
0,"['mechanically alter', ' especially to']"
0,['give to for safekeeping']
0,['bring before a judge']
0,['quick pull']
0,['fall or make fall awkwardly']
0,['twist a body part']
0,['teach someone privately']
0,['misrepresent']
0,['be subjected to']
0,"['think', ' believe']"
0,"['attempt', ' engage in']"
0,['take off clothes']
0,['disengage']
0,['unite']
0,"['combine', ' join together']"
0,"['open', ' solve']"
0,"['dirty', ' disorderly']"
0,['bring up to date']
0,['improve']
0,"['maintain', ' support']"
0,['defeat']
0,"['work with', ' consume']"
0,['make use of']
0,['disappear']
0,['speak']
0,"['confirm', ' validate']"
0,"['distress', ' bother']"
0,"['bother', ' haunt']"
0,['cry loudly']
0,"['pause', ' rest']"
0,['trail behind something']
0,"['digress', ' get lost']"
0,"['lack', ' need']"
0,['heat up']
0,['give notice of possible occurrence']
0,['be convincing']
0,"['ruin', ' destroy']"
0,"['guard', ' protect']"
0,"['dampen', ' put water in']"
0,"['move back and forth', ' gesture']"
0,['endure']
0,"['blend', ' unite', ' contrive']"
0,"['join', ' unite']"
0,['cry']
0,['have influence']
0,['receive gladly']
0,"['cause to become damp', ' moist']"
0,"['agitate', ' stir up']"
0,['spin around']
0,['speak softly']
0,"['achieve', ' obtain']"
0,"['bend', ' turn']"
0,['moment']
0,"['brush', ' swab']"
0,['desire']
0,"['retract', ' declare void']"
0,['keep back']
0,"['endure', ' bear']"
0,"['stagger', ' quake']"
0,['be amazed']
0,"['cultivate', ' form']"
0,"['be or make anxious', ' troubled']"
0,['surround with a covering']
0,"['ruin', ' destroy']"
0,['struggle physically or mentally with something']
0,['put language down on paper']
0,"['open mouth wide', ' usually sign of']"
0,['loud communication']
0,['move about quickly']
0,['move very quickly']
